date,region,product,revenue,units_sold,customer_count
2025-02-07,South,Product A,1504.8,30,15
2025-02-07,South,Product B,1570.56,31,15
2025-02-07,South,Product C,1928.03,38,19
2025-02-07,South,Product D,916.83,18,9
2025-02-07,South,Product E,1239.99,24,12
2025-02-07,East,Product A,690.11,13,6
2025-02-07,East,Product B,1313.37,26,13
2025-02-07,East,Product C,1052.89,21,10
2025-02-07,East,Product D,1637.45,32,16
2025-02-07,East,Product E,999.34,19,9
2025-02-07,West,Product A,783.04,15,7
2025-02-07,West,Product B,1071.09,21,10
2025-02-07,West,Product C,715.32,14,7
2025-02-07,West,Product D,1360.18,27,13
2025-02-07,West,Product E,694.13,13,6
2025-02-07,Central,Product A,1189.27,23,11
2025-02-07,Central,Product B,691.12,13,6
2025-02-07,Central,Product C,1106.79,22,11
2025-02-07,Central,Product D,1571.22,31,15
2025-02-07,Central,Product E,1267.84,25,12
2025-02-08,North,Product A,981.69,19,9
2025-02-08,North,Product B,1179.21,23,11
2025-02-08,North,Product C,1190.89,23,11
2025-02-08,North,Product D,1298.78,25,12
2025-02-08,North,Product E,862.23,17,8
2025-02-08,South,Product A,1327.24,26,13
2025-02-08,South,Product B,544.8,10,5
2025-02-08,South,Product C,1037.13,20,10
2025-02-08,South,Product D,1070.74,21,10
2025-02-08,South,Product E,1336.92,26,13
2025-02-08,East,Product A,1191.98,23,11
2025-02-08,East,Product B,853.04,17,8
2025-02-08,East,Product C,952.85,19,9
2025-02-08,East,Product D,1233.77,24,12
2025-02-08,East,Product E,1167.85,23,11
2025-02-08,West,Product A,1049.17,20,10
2025-02-08,West,Product B,1072.5,21,10
2025-02-08,West,Product C,1351.83,27,13
2025-02-08,West,Product D,1063.75,21,10
2025-02-08,West,Product E,1165.71,23,11
2025-02-08,Central,Product A,1701.59,34,17
2025-02-08,Central,Product B,848.74,16,8
2025-02-08,Central,Product C,747.13,14,7
2025-02-08,Central,Product D,1372.58,27,13
2025-02-08,Central,Product E,1025.56,20,10
2025-02-09,North,Product A,1114.85,22,11
2025-02-09,North,Product B,1004.62,20,10
2025-02-09,North,Product C,1128.76,22,11
2025-02-09,North,Product D,1571.28,31,15
2025-02-09,North,Product E,1381.64,27,13
2025-02-09,South,Product A,1395.95,27,13
2025-02-09,South,Product B,853.39,17,8
2025-02-09,South,Product C,916.51,18,9
2025-02-09,South,Product D,514.57,10,5
2025-02-09,South,Product E,997.9,19,9
2025-02-09,East,Product A,1418.45,28,14
2025-02-09,East,Product B,1313.73,26,13
2025-02-09,East,Product C,1137.88,22,11
2025-02-09,East,Product D,1185.32,23,11
2025-02-09,East,Product E,1026.59,20,10
2025-02-09,West,Product A,1239.39,24,12
2025-02-09,West,Product B,1373.01,27,13
2025-02-09,West,Product C,805.85,16,8
2025-02-09,West,Product D,1261.98,25,12
2025-02-09,West,Product E,1412.67,28,14
2025-02-09,Central,Product A,1091.78,21,10
2025-02-09,Central,Product B,1357.48,27,13
2025-02-09,Central,Product C,1860.87,37,18
2025-02-09,Central,Product D,1165.78,23,11
2025-02-09,Central,Product E,1284.29,25,12
2025-02-10,North,Product A,1018.25,20,10
2025-02-10,North,Product B,1237.89,24,12
2025-02-10,North,Product C,1304.56,26,13
2025-02-10,North,Product D,1241.14,24,12
2025-02-10,North,Product E,950.97,19,9
2025-02-10,South,Product A,1243.89,24,12
2025-02-10,South,Product B,1543.93,30,15
2025-02-10,South,Product C,1301.78,26,13
2025-02-10,South,Product D,1424.42,28,14
2025-02-10,South,Product E,1137.96,22,11
2025-02-10,East,Product A,1373.75,27,13
2025-02-10,East,Product B,1261.31,25,12
2025-02-10,East,Product C,967.4,19,9
2025-02-10,East,Product D,1270.69,25,12
2025-02-10,East,Product E,957.65,19,9
2025-02-10,West,Product A,1043.38,20,10
2025-02-10,West,Product B,1239.82,24,12
2025-02-10,West,Product C,1265.61,25,12
2025-02-10,West,Product D,910.46,18,9
2025-02-10,West,Product E,1446.4,28,14
2025-02-10,Central,Product A,1331.25,26,13
2025-02-10,Central,Product B,1026.22,20,10
2025-02-10,Central,Product C,827.23,16,8
2025-02-10,Central,Product D,1159.97,23,11
2025-02-10,Central,Product E,1088.04,21,10
2025-02-11,North,Product A,1225.61,24,12
2025-02-11,North,Product B,1111.45,22,11
2025-02-11,North,Product C,717.31,14,7
2025-02-11,North,Product D,1105.4,22,11
2025-02-11,North,Product E,1125.23,22,11
2025-02-11,South,Product A,1350.38,27,13
2025-02-11,South,Product B,1031.13,20,10
2025-02-11,South,Product C,1600.87,32,16
2025-02-11,South,Product D,740.27,14,7
2025-02-11,South,Product E,1512.77,30,15
2025-02-11,East,Product A,1144.72,22,11
2025-02-11,East,Product B,1404.53,28,14
2025-02-11,East,Product C,1217.62,24,12
2025-02-11,East,Product D,1471.64,29,14
2025-02-11,East,Product E,1105.64,22,11
2025-02-11,West,Product A,935.15,18,9
2025-02-11,West,Product B,1538.98,30,15
2025-02-11,West,Product C,1171.29,23,11
2025-02-11,West,Product D,1251.6,25,12
2025-02-11,West,Product E,1494.46,29,14
2025-02-11,Central,Product A,951.13,19,9
2025-02-11,Central,Product B,1341.23,26,13
2025-02-11,Central,Product C,1057.09,21,10
2025-02-11,Central,Product D,1166.81,23,11
2025-02-11,Central,Product E,1215.82,24,12
2025-02-12,North,Product A,841.58,16,8
2025-02-12,North,Product B,1015.05,20,10
2025-02-12,North,Product C,1527.22,30,15
2025-02-12,North,Product D,1415.43,28,14
2025-02-12,North,Product E,1187.27,23,11
2025-02-12,South,Product A,1260.8,25,12
2025-02-12,South,Product B,1131.58,22,11
2025-02-12,South,Product C,1528.55,30,15
2025-02-12,South,Product D,1154.15,23,11
2025-02-12,South,Product E,1258.08,25,12
2025-02-12,East,Product A,1477.92,29,14
2025-02-12,East,Product B,1015.4,20,10
2025-02-12,East,Product C,1577.17,31,15
2025-02-12,East,Product D,834.31,16,8
2025-02-12,East,Product E,1594.21,31,15
2025-02-12,West,Product A,1112.72,22,11
2025-02-12,West,Product B,1143.97,22,11
2025-02-12,West,Product C,747.85,14,7
2025-02-12,West,Product D,1092.97,21,10
2025-02-12,West,Product E,952.29,19,9
2025-02-12,Central,Product A,1056.21,21,10
2025-02-12,Central,Product B,1169.31,23,11
2025-02-12,Central,Product C,1432.65,28,14
2025-02-12,Central,Product D,1252.25,25,12
2025-02-12,Central,Product E,1276.32,25,12
2025-02-13,North,Product A,941.85,18,9
2025-02-13,North,Product B,993.66,19,9
2025-02-13,North,Product C,1640.01,32,16
2025-02-13,North,Product D,1028.77,20,10
2025-02-13,North,Product E,1605.63,32,16
2025-02-13,South,Product A,1147.48,22,11
2025-02-13,South,Product B,1206.67,24,12
2025-02-13,South,Product C,1464.31,29,14
2025-02-13,South,Product D,1512.93,30,15
2025-02-13,South,Product E,1179.39,23,11
2025-02-13,East,Product A,1112.46,22,11
2025-02-13,East,Product B,1192.63,23,11
2025-02-13,East,Product C,1287.64,25,12
2025-02-13,East,Product D,1421.12,28,14
2025-02-13,East,Product E,1207.14,24,12
2025-02-13,West,Product A,1355.41,27,13
2025-02-13,West,Product B,1601.33,32,16
2025-02-13,West,Product C,1298.1,25,12
2025-02-13,West,Product D,1281.29,25,12
2025-02-13,West,Product E,839.72,16,8
2025-02-13,Central,Product A,571.52,11,5
2025-02-13,Central,Product B,1299.8,25,12
2025-02-13,Central,Product C,1183.24,23,11
2025-02-13,Central,Product D,1081.94,21,10
2025-02-13,Central,Product E,1264.86,25,12
2025-02-14,North,Product A,1195.22,23,11
2025-02-14,North,Product B,1482.72,29,14
2025-02-14,North,Product C,1230.67,24,12
2025-02-14,North,Product D,1029.11,20,10
2025-02-14,North,Product E,1449.43,28,14
2025-02-14,South,Product A,1157.3,23,11
2025-02-14,South,Product B,1337.24,26,13
2025-02-14,South,Product C,1094.32,21,10
2025-02-14,South,Product D,1052.6,21,10
2025-02-14,South,Product E,1230.2,24,12
2025-02-14,East,Product A,1212.94,24,12
2025-02-14,East,Product B,1325.94,26,13
2025-02-14,East,Product C,1144.83,22,11
2025-02-14,East,Product D,765.5,15,7
2025-02-14,East,Product E,1105.12,22,11
2025-02-14,West,Product A,1401.92,28,14
2025-02-14,West,Product B,1137.88,22,11
2025-02-14,West,Product C,1150.22,23,11
2025-02-14,West,Product D,1448.51,28,14
2025-02-14,West,Product E,1037.56,20,10
2025-02-14,Central,Product A,836.53,16,8
2025-02-14,Central,Product B,1170.97,23,11
2025-02-14,Central,Product C,1092.68,21,10
2025-02-14,Central,Product D,976.04,19,9
2025-02-14,Central,Product E,1167.4,23,11
2025-02-15,North,Product A,1332.79,26,13
2025-02-15,North,Product B,1211.24,24,12
2025-02-15,North,Product C,1288.0,25,12
2025-02-15,North,Product D,1653.61,33,16
2025-02-15,North,Product E,1130.28,22,11
2025-02-15,South,Product A,1281.05,25,12
2025-02-15,South,Product B,1089.91,21,10
2025-02-15,South,Product C,1008.09,20,10
2025-02-15,South,Product D,1071.54,21,10
2025-02-15,South,Product E,1097.3,21,10
2025-02-15,East,Product A,1300.74,26,13
2025-02-15,East,Product B,1783.62,35,17
2025-02-15,East,Product C,1039.71,20,10
2025-02-15,East,Product D,1112.38,22,11
2025-02-15,East,Product E,1198.18,23,11
2025-02-15,West,Product A,1309.56,26,13
2025-02-15,West,Product B,1277.46,25,12
2025-02-15,West,Product C,1525.15,30,15
2025-02-15,West,Product D,624.61,12,6
2025-02-15,West,Product E,634.19,12,6
2025-02-15,Central,Product A,1093.15,21,10
2025-02-15,Central,Product B,1479.81,29,14
2025-02-15,Central,Product C,833.52,16,8
2025-02-15,Central,Product D,483.55,9,4
2025-02-15,Central,Product E,1352.12,27,13
2025-02-16,North,Product A,1276.4,25,12
2025-02-16,North,Product B,951.72,19,9
2025-02-16,North,Product C,977.19,19,9
2025-02-16,North,Product D,981.04,19,9
2025-02-16,North,Product E,1244.0,24,12
2025-02-16,South,Product A,1064.64,21,10
2025-02-16,South,Product B,1337.36,26,13
2025-02-16,South,Product C,522.22,10,5
2025-02-16,South,Product D,1008.52,20,10
2025-02-16,South,Product E,942.99,18,9
2025-02-16,East,Product A,1154.7,23,11
2025-02-16,East,Product B,1086.12,21,10
2025-02-16,East,Product C,1411.3,28,14
2025-02-16,East,Product D,764.5,15,7
2025-02-16,East,Product E,1228.17,24,12
2025-02-16,West,Product A,1353.0,27,13
2025-02-16,West,Product B,1669.04,33,16
2025-02-16,West,Product C,1099.82,21,10
2025-02-16,West,Product D,1296.07,25,12
2025-02-16,West,Product E,778.0,15,7
2025-02-16,Central,Product A,634.85,12,6
2025-02-16,Central,Product B,1422.73,28,14
2025-02-16,Central,Product C,1215.74,24,12
2025-02-16,Central,Product D,1503.97,30,15
2025-02-16,Central,Product E,882.78,17,8
2025-02-17,North,Product A,1347.55,26,13
2025-02-17,North,Product B,1676.85,33,16
2025-02-17,North,Product C,1323.09,26,13
2025-02-17,North,Product D,1288.15,25,12
2025-02-17,North,Product E,1222.71,24,12
2025-02-17,South,Product A,837.13,16,8
2025-02-17,South,Product B,1551.55,31,15
2025-02-17,South,Product C,1071.5,21,10
2025-02-17,South,Product D,1343.78,26,13
2025-02-17,South,Product E,839.05,16,8
2025-02-17,East,Product A,932.69,18,9
2025-02-17,East,Product B,1570.97,31,15
2025-02-17,East,Product C,1135.84,22,11
2025-02-17,East,Product D,1575.41,31,15
2025-02-17,East,Product E,1201.53,24,12
2025-02-17,West,Product A,770.97,15,7
2025-02-17,West,Product B,1438.4,28,14
2025-02-17,West,Product C,1076.62,21,10
2025-02-17,West,Product D,1391.19,27,13
2025-02-17,West,Product E,1226.78,24,12
2025-02-17,Central,Product A,843.91,16,8
2025-02-17,Central,Product B,1260.73,25,12
2025-02-17,Central,Product C,1756.78,35,17
2025-02-17,Central,Product D,1340.98,26,13
2025-02-17,Central,Product E,1206.58,24,12
2025-02-18,North,Product A,1487.36,29,14
2025-02-18,North,Product B,1275.67,25,12
2025-02-18,North,Product C,1275.39,25,12
2025-02-18,North,Product D,956.84,19,9
2025-02-18,North,Product E,1281.34,25,12
2025-02-18,South,Product A,1477.59,29,14
2025-02-18,South,Product B,1019.41,20,10
2025-02-18,South,Product C,1572.83,31,15
2025-02-18,South,Product D,1201.64,24,12
2025-02-18,South,Product E,1006.75,20,10
2025-02-18,East,Product A,1468.33,29,14
2025-02-18,East,Product B,1153.88,23,11
2025-02-18,East,Product C,1410.03,28,14
2025-02-18,East,Product D,1152.66,23,11
2025-02-18,East,Product E,1209.45,24,12
2025-02-18,West,Product A,1344.92,26,13
2025-02-18,West,Product B,1295.31,25,12
2025-02-18,West,Product C,735.55,14,7
2025-02-18,West,Product D,949.59,18,9
2025-02-18,West,Product E,1451.63,29,14
2025-02-18,Central,Product A,1191.74,23,11
2025-02-18,Central,Product B,1095.87,21,10
2025-02-18,Central,Product C,891.49,17,8
2025-02-18,Central,Product D,959.75,19,9
2025-02-18,Central,Product E,729.12,14,7
2025-02-19,North,Product A,1202.63,24,12
2025-02-19,North,Product B,1080.58,21,10
2025-02-19,North,Product C,990.2,19,9
2025-02-19,North,Product D,1210.77,24,12
2025-02-19,North,Product E,1316.85,26,13
2025-02-19,South,Product A,1741.37,34,17
2025-02-19,South,Product B,856.33,17,8
2025-02-19,South,Product C,1512.12,30,15
2025-02-19,South,Product D,1466.39,29,14
2025-02-19,South,Product E,1036.23,20,10
2025-02-19,East,Product A,1277.39,25,12
2025-02-19,East,Product B,1115.14,22,11
2025-02-19,East,Product C,1273.08,25,12
2025-02-19,East,Product D,1597.98,31,15
2025-02-19,East,Product E,1376.17,27,13
2025-02-19,West,Product A,1352.35,27,13
2025-02-19,West,Product B,1121.85,22,11
2025-02-19,West,Product C,863.16,17,8
2025-02-19,West,Product D,1176.31,23,11
2025-02-19,West,Product E,1523.71,30,15
2025-02-19,Central,Product A,852.57,17,8
2025-02-19,Central,Product B,968.47,19,9
2025-02-19,Central,Product C,1258.49,25,12
2025-02-19,Central,Product D,985.76,19,9
2025-02-19,Central,Product E,1032.93,20,10
2025-02-20,North,Product A,1126.55,22,11
2025-02-20,North,Product B,894.66,17,8
2025-02-20,North,Product C,991.03,19,9
2025-02-20,North,Product D,1403.98,28,14
2025-02-20,North,Product E,909.0,18,9
2025-02-20,South,Product A,837.48,16,8
2025-02-20,South,Product B,1075.73,21,10
2025-02-20,South,Product C,1411.01,28,14
2025-02-20,South,Product D,1182.35,23,11
2025-02-20,South,Product E,1116.46,22,11
2025-02-20,East,Product A,1241.74,24,12
2025-02-20,East,Product B,801.09,16,8
2025-02-20,East,Product C,1352.6,27,13
2025-02-20,East,Product D,1325.21,26,13
2025-02-20,East,Product E,1130.07,22,11
2025-02-20,West,Product A,1478.45,29,14
2025-02-20,West,Product B,953.27,19,9
2025-02-20,West,Product C,1508.48,30,15
2025-02-20,West,Product D,1268.86,25,12
2025-02-20,West,Product E,1147.98,22,11
2025-02-20,Central,Product A,1225.93,24,12
2025-02-20,Central,Product B,1204.42,24,12
2025-02-20,Central,Product C,1531.22,30,15
2025-02-20,Central,Product D,965.78,19,9
2025-02-20,Central,Product E,1043.12,20,10
2025-02-21,North,Product A,1489.87,29,14
2025-02-21,North,Product B,1087.1,21,10
2025-02-21,North,Product C,1456.36,29,14
2025-02-21,North,Product D,1653.54,33,16
2025-02-21,North,Product E,1134.92,22,11
2025-02-21,South,Product A,1402.26,28,14
2025-02-21,South,Product B,949.34,18,9
2025-02-21,South,Product C,1420.37,28,14
2025-02-21,South,Product D,1283.31,25,12
2025-02-21,South,Product E,1350.84,27,13
2025-02-21,East,Product A,1074.75,21,10
2025-02-21,East,Product B,824.1,16,8
2025-02-21,East,Product C,1358.3,27,13
2025-02-21,East,Product D,724.8,14,7
2025-02-21,East,Product E,1155.76,23,11
2025-02-21,West,Product A,1466.39,29,14
2025-02-21,West,Product B,1281.45,25,12
2025-02-21,West,Product C,1714.97,34,17
2025-02-21,West,Product D,1487.1,29,14
2025-02-21,West,Product E,1072.7,21,10
2025-02-21,Central,Product A,1240.83,24,12
2025-02-21,Central,Product B,1222.4,24,12
2025-02-21,Central,Product C,843.58,16,8
2025-02-21,Central,Product D,1001.98,20,10
2025-02-21,Central,Product E,1095.68,21,10
2025-02-22,North,Product A,733.41,14,7
2025-02-22,North,Product B,1249.04,24,12
2025-02-22,North,Product C,1175.65,23,11
2025-02-22,North,Product D,823.31,16,8
2025-02-22,North,Product E,1337.31,26,13
2025-02-22,South,Product A,1414.43,28,14
2025-02-22,South,Product B,1293.46,25,12
2025-02-22,South,Product C,1157.09,23,11
2025-02-22,South,Product D,1383.64,27,13
2025-02-22,South,Product E,1405.61,28,14
2025-02-22,East,Product A,1313.35,26,13
2025-02-22,East,Product B,1033.23,20,10
2025-02-22,East,Product C,1305.73,26,13
2025-02-22,East,Product D,1533.11,30,15
2025-02-22,East,Product E,1089.64,21,10
2025-02-22,West,Product A,1756.43,35,17
2025-02-22,West,Product B,1107.21,22,11
2025-02-22,West,Product C,1245.3,24,12
2025-02-22,West,Product D,1070.87,21,10
2025-02-22,West,Product E,1292.53,25,12
2025-02-22,Central,Product A,806.16,16,8
2025-02-22,Central,Product B,1102.16,22,11
2025-02-22,Central,Product C,967.03,19,9
2025-02-22,Central,Product D,1270.77,25,12
2025-02-22,Central,Product E,1483.37,29,14
2025-02-23,North,Product A,1400.67,28,14
2025-02-23,North,Product B,652.04,13,6
2025-02-23,North,Product C,1747.01,34,17
2025-02-23,North,Product D,1313.66,26,13
2025-02-23,North,Product E,1047.77,20,10
2025-02-23,South,Product A,1279.39,25,12
2025-02-23,South,Product B,1284.12,25,12
2025-02-23,South,Product C,1074.98,21,10
2025-02-23,South,Product D,1289.51,25,12
2025-02-23,South,Product E,1089.71,21,10
2025-02-23,East,Product A,1140.09,22,11
2025-02-23,East,Product B,1070.16,21,10
2025-02-23,East,Product C,884.99,17,8
2025-02-23,East,Product D,1276.59,25,12
2025-02-23,East,Product E,1385.61,27,13
2025-02-23,West,Product A,1368.14,27,13
2025-02-23,West,Product B,1443.82,28,14
2025-02-23,West,Product C,1320.87,26,13
2025-02-23,West,Product D,1108.25,22,11
2025-02-23,West,Product E,1448.71,28,14
2025-02-23,Central,Product A,903.63,18,9
2025-02-23,Central,Product B,1016.97,20,10
2025-02-23,Central,Product C,1001.21,20,10
2025-02-23,Central,Product D,1508.35,30,15
2025-02-23,Central,Product E,1474.3,29,14
2025-02-24,North,Product A,1364.65,27,13
2025-02-24,North,Product B,1510.04,30,15
2025-02-24,North,Product C,1024.79,20,10
2025-02-24,North,Product D,1330.15,26,13
2025-02-24,North,Product E,1212.33,24,12
2025-02-24,South,Product A,1454.07,29,14
2025-02-24,South,Product B,1214.81,24,12
2025-02-24,South,Product C,1147.73,22,11
2025-02-24,South,Product D,1377.98,27,13
2025-02-24,South,Product E,1461.36,29,14
2025-02-24,East,Product A,1077.25,21,10
2025-02-24,East,Product B,1228.27,24,12
2025-02-24,East,Product C,980.24,19,9
2025-02-24,East,Product D,622.21,12,6
2025-02-24,East,Product E,1293.31,25,12
2025-02-24,West,Product A,1394.89,27,13
2025-02-24,West,Product B,1308.64,26,13
2025-02-24,West,Product C,758.62,15,7
2025-02-24,West,Product D,1156.21,23,11
2025-02-24,West,Product E,691.78,13,6
2025-02-24,Central,Product A,1584.1,31,15
2025-02-24,Central,Product B,973.37,19,9
2025-02-24,Central,Product C,1555.67,31,15
2025-02-24,Central,Product D,1478.69,29,14
2025-02-24,Central,Product E,1019.49,20,10
2025-02-25,North,Product A,964.05,19,9
2025-02-25,North,Product B,1333.79,26,13
2025-02-25,North,Product C,1035.96,20,10
2025-02-25,North,Product D,1271.99,25,12
2025-02-25,North,Product E,1126.08,22,11
2025-02-25,South,Product A,802.42,16,8
2025-02-25,South,Product B,690.41,13,6
2025-02-25,South,Product C,1302.95,26,13
2025-02-25,South,Product D,1106.45,22,11
2025-02-25,South,Product E,1108.56,22,11
2025-02-25,East,Product A,1419.91,28,14
2025-02-25,East,Product B,1538.97,30,15
2025-02-25,East,Product C,1178.5,23,11
2025-02-25,East,Product D,1161.54,23,11
2025-02-25,East,Product E,1371.12,27,13
2025-02-25,West,Product A,908.17,18,9
2025-02-25,West,Product B,1302.07,26,13
2025-02-25,West,Product C,1384.02,27,13
2025-02-25,West,Product D,1416.02,28,14
2025-02-25,West,Product E,763.63,15,7
2025-02-25,Central,Product A,1056.65,21,10
2025-02-25,Central,Product B,1027.5,20,10
2025-02-25,Central,Product C,1271.34,25,12
2025-02-25,Central,Product D,1366.29,27,13
2025-02-25,Central,Product E,1619.56,32,16
2025-02-26,North,Product A,1125.67,22,11
2025-02-26,North,Product B,1125.02,22,11
2025-02-26,North,Product C,1536.62,30,15
2025-02-26,North,Product D,1323.46,26,13
2025-02-26,North,Product E,1566.1,31,15
2025-02-26,South,Product A,1321.5,26,13
2025-02-26,South,Product B,960.22,19,9
2025-02-26,South,Product C,916.24,18,9
2025-02-26,South,Product D,861.67,17,8
2025-02-26,South,Product E,1414.78,28,14
2025-02-26,East,Product A,1546.35,30,15
2025-02-26,East,Product B,1711.45,34,17
2025-02-26,East,Product C,1460.02,29,14
2025-02-26,East,Product D,1539.91,30,15
2025-02-26,East,Product E,1104.42,22,11
2025-02-26,West,Product A,960.4,19,9
2025-02-26,West,Product B,1461.76,29,14
2025-02-26,West,Product C,1353.72,27,13
2025-02-26,West,Product D,1276.2,25,12
2025-02-26,West,Product E,1346.14,26,13
2025-02-26,Central,Product A,1330.11,26,13
2025-02-26,Central,Product B,1570.14,31,15
2025-02-26,Central,Product C,1572.93,31,15
2025-02-26,Central,Product D,1385.34,27,13
2025-02-26,Central,Product E,1460.69,29,14
2025-02-27,North,Product A,1380.93,27,13
2025-02-27,North,Product B,1136.69,22,11
2025-02-27,North,Product C,1441.66,28,14
2025-02-27,North,Product D,902.95,18,9
2025-02-27,North,Product E,1516.12,30,15
2025-02-27,South,Product A,953.03,19,9
2025-02-27,South,Product B,1323.76,26,13
2025-02-27,South,Product C,1040.53,20,10
2025-02-27,South,Product D,1390.77,27,13
2025-02-27,South,Product E,1243.69,24,12
2025-02-27,East,Product A,852.8,17,8
2025-02-27,East,Product B,1357.54,27,13
2025-02-27,East,Product C,1107.45,22,11
2025-02-27,East,Product D,1472.86,29,14
2025-02-27,East,Product E,1252.52,25,12
2025-02-27,West,Product A,1351.21,27,13
2025-02-27,West,Product B,1012.37,20,10
2025-02-27,West,Product C,1104.59,22,11
2025-02-27,West,Product D,1137.33,22,11
2025-02-27,West,Product E,1466.74,29,14
2025-02-27,Central,Product A,1672.26,33,16
2025-02-27,Central,Product B,1050.54,21,10
2025-02-27,Central,Product C,1521.87,30,15
2025-02-27,Central,Product D,708.82,14,7
2025-02-27,Central,Product E,953.12,19,9
2025-02-28,North,Product A,1014.3,20,10
2025-02-28,North,Product B,915.48,18,9
2025-02-28,North,Product C,857.48,17,8
2025-02-28,North,Product D,1358.6,27,13
2025-02-28,North,Product E,1201.22,24,12
2025-02-28,South,Product A,1350.17,27,13
2025-02-28,South,Product B,1428.25,28,14
2025-02-28,South,Product C,1321.61,26,13
2025-02-28,South,Product D,1420.04,28,14
2025-02-28,South,Product E,1237.49,24,12
2025-02-28,East,Product A,957.02,19,9
2025-02-28,East,Product B,1520.44,30,15
2025-02-28,East,Product C,1107.08,22,11
2025-02-28,East,Product D,1020.12,20,10
2025-02-28,East,Product E,1210.29,24,12
2025-02-28,West,Product A,1025.84,20,10
2025-02-28,West,Product B,1150.17,23,11
2025-02-28,West,Product C,1341.3,26,13
2025-02-28,West,Product D,1342.38,26,13
2025-02-28,West,Product E,1029.6,20,10
2025-02-28,Central,Product A,1132.54,22,11
2025-02-28,Central,Product B,1524.59,30,15
2025-02-28,Central,Product C,1379.54,27,13
2025-02-28,Central,Product D,1775.76,35,17
2025-02-28,Central,Product E,1551.14,31,15
2025-03-01,North,Product A,1545.45,30,15
2025-03-01,North,Product B,908.54,18,9
2025-03-01,North,Product C,1449.76,28,14
2025-03-01,North,Product D,1244.27,24,12
2025-03-01,North,Product E,1119.04,22,11
2025-03-01,South,Product A,1299.89,25,12
2025-03-01,South,Product B,1495.37,29,14
2025-03-01,South,Product C,1383.6,27,13
2025-03-01,South,Product D,1036.67,20,10
2025-03-01,South,Product E,1444.38,28,14
2025-03-01,East,Product A,1097.26,21,10
2025-03-01,East,Product B,1312.13,26,13
2025-03-01,East,Product C,1181.33,23,11
2025-03-01,East,Product D,1202.58,24,12
2025-03-01,East,Product E,1450.36,29,14
2025-03-01,West,Product A,995.99,19,9
2025-03-01,West,Product B,1746.9,34,17
2025-03-01,West,Product C,799.58,15,7
2025-03-01,West,Product D,1107.3,22,11
2025-03-01,West,Product E,1350.75,27,13
2025-03-01,Central,Product A,1404.6,28,14
2025-03-01,Central,Product B,1232.36,24,12
2025-03-01,Central,Product C,1243.19,24,12
2025-03-01,Central,Product D,1360.89,27,13
2025-03-01,Central,Product E,1199.51,23,11
2025-03-02,North,Product A,1611.38,32,16
2025-03-02,North,Product B,1471.79,29,14
2025-03-02,North,Product C,1480.23,29,14
2025-03-02,North,Product D,1016.72,20,10
2025-03-02,North,Product E,1240.23,24,12
2025-03-02,South,Product A,1184.51,23,11
2025-03-02,South,Product B,1006.78,20,10
2025-03-02,South,Product C,1351.02,27,13
2025-03-02,South,Product D,1124.72,22,11
2025-03-02,South,Product E,1425.43,28,14
2025-03-02,East,Product A,990.5,19,9
2025-03-02,East,Product B,1693.52,33,16
2025-03-02,East,Product C,1034.32,20,10
2025-03-02,East,Product D,1315.51,26,13
2025-03-02,East,Product E,1459.82,29,14
2025-03-02,West,Product A,1116.41,22,11
2025-03-02,West,Product B,1475.1,29,14
2025-03-02,West,Product C,950.42,19,9
2025-03-02,West,Product D,1626.24,32,16
2025-03-02,West,Product E,1263.8,25,12
2025-03-02,Central,Product A,1109.91,22,11
2025-03-02,Central,Product B,1184.83,23,11
2025-03-02,Central,Product C,1464.12,29,14
2025-03-02,Central,Product D,1112.93,22,11
2025-03-02,Central,Product E,1071.36,21,10
2025-03-03,North,Product A,1206.82,24,12
2025-03-03,North,Product B,965.52,19,9
2025-03-03,North,Product C,1722.55,34,17
2025-03-03,North,Product D,1119.72,22,11
2025-03-03,North,Product E,1472.8,29,14
2025-03-03,South,Product A,1315.67,26,13
2025-03-03,South,Product B,1014.12,20,10
2025-03-03,South,Product C,1261.26,25,12
2025-03-03,South,Product D,1460.77,29,14
2025-03-03,South,Product E,1215.22,24,12
2025-03-03,East,Product A,1564.09,31,15
2025-03-03,East,Product B,1520.75,30,15
2025-03-03,East,Product C,1494.84,29,14
2025-03-03,East,Product D,1146.68,22,11
2025-03-03,East,Product E,990.05,19,9
2025-03-03,West,Product A,1107.8,22,11
2025-03-03,West,Product B,1312.33,26,13
2025-03-03,West,Product C,1400.61,28,14
2025-03-03,West,Product D,714.33,14,7
2025-03-03,West,Product E,1260.72,25,12
2025-03-03,Central,Product A,1302.69,26,13
2025-03-03,Central,Product B,1192.67,23,11
2025-03-03,Central,Product C,1588.88,31,15
2025-03-03,Central,Product D,1369.29,27,13
2025-03-03,Central,Product E,1593.66,31,15
2025-03-04,North,Product A,1210.57,24,12
2025-03-04,North,Product B,1502.44,30,15
2025-03-04,North,Product C,1678.96,33,16
2025-03-04,North,Product D,1597.14,31,15
2025-03-04,North,Product E,988.86,19,9
2025-03-04,South,Product A,1201.03,24,12
2025-03-04,South,Product B,1177.88,23,11
2025-03-04,South,Product C,1389.02,27,13
2025-03-04,South,Product D,1438.9,28,14
2025-03-04,South,Product E,1052.94,21,10
2025-03-04,East,Product A,1282.39,25,12
2025-03-04,East,Product B,754.09,15,7
2025-03-04,East,Product C,1630.1,32,16
2025-03-04,East,Product D,1135.57,22,11
2025-03-04,East,Product E,1279.36,25,12
